Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
9.0,Female,,TV,True,0.45,None,Urban
16.0,Female,5.27,TV,True,0.45,None,Urban
8.0,Female,1.34,,False,0.42,None,Rural
14.0,Female,4.9,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural
12.0,Female,5.86,Smartphone,True,0.47,,
15.0,Male,3.88,Smartphone,,0.31,"Poor Sleep, Anxiety",Rural
11.0,Male,5.26,Smartphone,True,0.49,Obesity Risk,Urban
14.0,Male,2.85,Smartphone,False,0.35,None,Urban
12.0,Male,4.84,Smartphone,True,0.37,,Urban
12.0,Male,5.34,Smartphone,True,0.44,Poor Sleep,Urban
16.0,Male,6.14,Laptop,True,0.49,,Urban
16.0,Female,6.21,TV,True,0.31,Eye Strain,Urban
16.0,Female,3.71,Smartphone,True,0.49,"Poor Sleep, Eye Strain",
13.0,Male,5.02,Smartphone,True,0.44,,Rural
13.0,Male,2.52,Laptop,False,0.31,,Urban
,Female,,TV,,0.36,Poor Sleep,Rural
16.0,Female,4.38,Laptop,True,0.44,"Poor Sleep, Eye Strain",
17.0,Female,2.1,Laptop,False,0.4,None,Rural
15.0,Male,4.1,Smartphone,,0.41,Obesity Risk,Urban
14.0,,4.98,Smartphone,,0.42,Poor Sleep,Urban
14.0,Female,3.38,Laptop,True,,"Poor Sleep, Eye Strain",Urban
,Female,2.51,Laptop,False,0.48,None,Urban
12.0,Female,4.64,TV,True,0.37,None,Rural
11.0,Male,4.07,Laptop,True,0.47,None,Urban
,Female,1.05,,False,0.49,None,Urban
10.0,Female,0.0,Tablet,,0.47,None,
13.0,Female,3.03,Smartphone,True,0.31,,Rural
,Male,1.82,Smartphone,False,0.43,None,Urban
13.0,Female,3.53,,True,0.4,None,
10.0,Female,0.0,Smartphone,False,0.55,,Urban
11.0,Male,4.39,Smartphone,True,0.38,None,Rural
16.0,Male,5.4,TV,True,0.3,None,Urban
12.0,Male,6.42,Laptop,True,0.35,None,Urban
14.0,Female,2.54,Smartphone,False,0.31,None,
,Male,4.23,Smartphone,True,0.43,,
9.0,Male,3.21,Smartphone,True,0.5,"Poor Sleep, Anxiety",Urban
12.0,Male,4.55,Smartphone,True,0.46,Anxiety,Rural
16.0,Female,4.66,TV,True,0.34,Poor Sleep,Urban
18.0,Male,,Smartphone,True,0.45,"Eye Strain, Obesity Risk",Urban
10.0,Female,4.55,Smartphone,True,0.52,Eye Strain,Urban
16.0,Male,4.45,Smartphone,True,0.41,Poor Sleep,Urban
18.0,Female,3.68,Smartphone,,,,Urban
13.0,Male,4.44,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural
11.0,Female,4.53,TV,True,0.46,Poor Sleep,Urban
14.0,Male,4.4,Laptop,True,0.44,None,Urban
15.0,Male,5.17,,True,0.32,Eye Strain,Urban
13.0,Male,4.81,Tablet,True,0.45,None,
12.0,Female,4.01,Smartphone,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Rural
13.0,,,Smartphone,True,0.39,None,Rural
12.0,Male,5.66,,True,0.38,Poor Sleep,Urban
15.0,Male,5.85,Laptop,True,0.38,None,Rural
8.0,Male,5.72,TV,True,0.41,"Eye Strain, Anxiety",Rural
18.0,Male,4.49,Smartphone,,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban
14.0,Female,4.68,TV,True,0.38,None,Urban
17.0,Female,4.55,,True,0.3,Poor Sleep,Rural
,Male,6.6,Smartphone,True,,,Urban
18.0,,4.86,Smartphone,,,Poor Sleep,Rural
9.0,Male,2.52,,True,0.45,None,Urban
16.0,Male,4.13,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban
8.0,Female,1.17,Smartphone,False,0.54,None,Urban
18.0,Female,2.87,Smartphone,False,0.36,None,
17.0,Male,,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban
13.0,Male,5.15,Smartphone,True,0.31,None,Urban
16.0,Female,3.98,Smartphone,,0.46,"Poor Sleep, Eye Strain",Urban
8.0,,5.12,Smartphone,True,0.47,Poor Sleep,Urban
11.0,Female,4.51,Smartphone,True,0.35,Poor Sleep,Urban
11.0,Male,4.11,Smartphone,True,0.31,Poor Sleep,Urban
16.0,Male,4.08,Smartphone,,0.37,"Poor Sleep, Eye Strain",Urban
18.0,Male,5.56,Tablet,True,0.4,Poor Sleep,Rural
12.0,Female,3.24,Smartphone,True,,Poor Sleep,Urban
12.0,Male,5.59,TV,True,0.33,Obesity Risk,Urban
13.0,Female,5.93,Smartphone,True,,Poor Sleep,Rural
8.0,Male,4.18,Smartphone,True,0.57,Poor Sleep,Urban
8.0,Female,5.72,Smartphone,True,0.41,"Poor Sleep, Eye Strain, Anxiety",
16.0,Female,3.91,Laptop,True,0.42,None,Urban
10.0,Female,2.93,Smartphone,,0.41,None,Urban
11.0,Male,3.26,TV,True,,"Poor Sleep, Eye Strain",Rural
8.0,Female,6.14,Smartphone,True,0.4,Poor Sleep,Urban
16.0,Female,3.6,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban
15.0,Female,3.78,Smartphone,True,0.49,,Rural
9.0,,2.75,,True,0.49,None,Urban
,Male,,Smartphone,True,0.3,Eye Strain,Rural
14.0,Male,5.16,,,0.48,Poor Sleep,Rural
18.0,Female,2.46,Tablet,False,0.31,None,Urban
13.0,Female,4.52,Smartphone,True,0.4,,Urban
8.0,Male,,TV,,0.44,,
14.0,Male,3.3,Smartphone,True,0.37,None,Rural
17.0,Female,4.11,Smartphone,True,0.47,"Poor Sleep, Eye Strain, Anxiety",Urban
,Female,,Laptop,True,0.34,Poor Sleep,Urban
16.0,,6.07,,True,0.48,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
8.0,Male,1.48,,False,0.56,,
9.0,Male,2.12,TV,True,0.59,None,Rural
18.0,Female,6.97,Smartphone,True,0.38,Poor Sleep,Urban
16.0,Female,5.24,Smartphone,True,0.37,,Rural
,Male,3.13,TV,True,0.33,"Poor Sleep, Eye Strain",Urban
13.0,Male,2.04,Smartphone,,0.49,None,Rural
13.0,Female,3.66,,True,0.35,Eye Strain,Rural
,Male,5.8,TV,True,0.5,"Poor Sleep, Anxiety",Urban
11.0,Male,4.38,TV,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Urban
12.0,Female,6.47,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural
10.0,Female,3.27,Tablet,True,0.59,Anxiety,Urban
8.0,Female,3.22,Tablet,True,,"Eye Strain, Obesity Risk",Urban
8.0,Male,2.31,Smartphone,True,0.45,None,Rural
14.0,,4.76,TV,True,,Poor Sleep,
8.0,Male,0.43,TV,False,0.41,None,Urban
,Male,2.39,TV,True,0.45,None,Urban
10.0,Male,2.28,Tablet,True,0.51,None,
17.0,Male,4.19,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Obesity Risk",Rural
11.0,Female,3.07,Laptop,,0.33,Poor Sleep,Rural
11.0,Male,6.31,Smartphone,True,0.4,None,Rural
9.0,Male,8.91,,True,0.43,Obesity Risk,Urban
8.0,Female,,Tablet,,0.41,None,
10.0,Male,4.59,,True,0.47,Poor Sleep,
18.0,Male,5.39,Tablet,True,0.48,,Urban
11.0,,5.22,Smartphone,True,0.38,,Rural
10.0,Male,1.86,Smartphone,False,0.53,None,Rural
15.0,Female,2.2,Laptop,False,0.34,None,Urban
17.0,,3.36,Smartphone,,0.38,"Poor Sleep, Anxiety",Urban
8.0,Male,6.8,Tablet,,0.54,"Poor Sleep, Obesity Risk",Rural
9.0,Male,0.14,Tablet,False,0.59,None,Urban
14.0,Female,3.68,Laptop,True,0.43,"Poor Sleep, Anxiety, Obesity Risk",Rural
11.0,Female,4.31,Laptop,True,0.49,,Rural
15.0,Male,3.55,Laptop,True,0.31,Eye Strain,
18.0,Female,5.11,Tablet,True,0.46,,Rural
10.0,Male,4.12,Tablet,True,0.46,"Eye Strain, Anxiety",Urban
13.0,Female,2.59,TV,,0.39,None,Rural
16.0,Male,3.45,TV,True,0.48,,Urban
8.0,Male,3.7,Smartphone,True,0.45,Eye Strain,Urban
8.0,Male,1.21,TV,False,0.52,None,Urban
15.0,Male,4.6,Laptop,True,0.45,Poor Sleep,Rural
10.0,Female,5.06,TV,True,0.57,None,
12.0,Female,4.65,TV,True,0.38,"Poor Sleep, Eye Strain",Rural
,Male,5.52,Smartphone,True,0.5,None,Urban
12.0,Male,,Laptop,True,0.39,Obesity Risk,Urban
18.0,Male,4.75,Smartphone,,0.34,"Poor Sleep, Obesity Risk",Urban
13.0,Female,4.83,,True,0.48,"Anxiety, Obesity Risk",Rural
15.0,Male,4.29,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban
10.0,Male,6.2,TV,True,0.52,Poor Sleep,Rural
,Male,5.57,Smartphone,True,0.49,Eye Strain,Urban
,Female,4.65,Smartphone,True,0.38,None,
18.0,Female,3.63,,,0.41,Eye Strain,Urban
17.0,Male,7.4,Tablet,True,0.34,None,Urban
16.0,Female,5.6,Smartphone,True,0.42,None,Urban
11.0,Male,5.29,Smartphone,True,0.49,Poor Sleep,Urban
11.0,Male,4.15,Laptop,,0.42,"Poor Sleep, Eye Strain",Urban
14.0,Female,4.99,Laptop,True,0.32,None,Rural
9.0,Male,7.02,TV,True,0.45,Anxiety,Urban
15.0,Male,4.48,Tablet,True,,Eye Strain,Urban
13.0,Female,4.66,,,0.39,"Poor Sleep, Obesity Risk",Urban
10.0,Male,5.74,TV,,0.59,"Poor Sleep, Eye Strain",Rural
16.0,Male,,Smartphone,True,,Eye Strain,Rural
12.0,,5.44,Smartphone,True,0.4,None,Urban
15.0,Female,2.79,,False,0.38,None,Urban
14.0,,5.09,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural
15.0,Female,2.97,TV,False,0.37,None,Urban
14.0,Male,5.43,Laptop,True,0.37,None,Rural
10.0,,6.78,Tablet,True,0.45,"Poor Sleep, Eye Strain",Rural
9.0,Male,7.94,Smartphone,True,0.51,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
14.0,Female,3.47,,True,0.36,Eye Strain,Urban
10.0,,,Tablet,True,0.41,None,Rural
10.0,Male,2.09,Smartphone,,0.59,None,Urban
,Male,,,True,,,Urban
11.0,Female,4.31,Smartphone,True,,,Rural
15.0,Male,4.05,Laptop,True,0.43,None,
8.0,Male,4.71,TV,True,0.59,None,Rural
8.0,Male,4.1,Tablet,True,0.59,None,Urban
12.0,Male,3.78,Tablet,,0.38,Obesity Risk,Urban
18.0,Female,4.22,Smartphone,True,0.4,Poor Sleep,
12.0,Male,6.26,TV,,0.39,None,Urban
18.0,Male,3.07,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban
8.0,Male,1.59,Smartphone,,0.43,None,Rural
13.0,,1.88,Smartphone,False,0.47,None,Urban
8.0,Female,9.23,Smartphone,,,None,Rural
,Male,5.46,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Urban
16.0,Male,1.56,Tablet,False,,None,Urban
12.0,Male,3.52,TV,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural
13.0,Male,4.37,Laptop,,0.38,None,Urban
15.0,Male,,Smartphone,True,0.31,Eye Strain,Urban
18.0,Female,4.14,Tablet,True,0.41,Eye Strain,Urban
8.0,Female,0.0,Smartphone,False,0.47,None,Urban
9.0,,3.14,Smartphone,True,0.41,"Eye Strain, Obesity Risk",Rural
16.0,Female,4.0,Smartphone,True,0.3,,Urban
10.0,Male,,Tablet,,0.58,None,Urban
13.0,Male,4.76,,True,0.37,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
12.0,Male,4.78,Smartphone,True,0.44,Obesity Risk,Rural
18.0,Male,3.44,Tablet,True,0.4,Poor Sleep,Urban
9.0,Male,4.78,Smartphone,True,,,
14.0,Female,3.65,,True,0.45,None,Urban
11.0,Male,3.38,TV,True,0.37,Poor Sleep,Rural
8.0,Female,2.37,TV,True,0.47,None,Urban
11.0,Male,3.68,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Anxiety",Rural
13.0,Female,3.9,,True,,Eye Strain,Rural
14.0,Female,3.27,Laptop,True,0.47,"Poor Sleep, Eye Strain, Obesity Risk",Urban
14.0,,3.71,TV,True,0.4,"Poor Sleep, Eye Strain",Urban
14.0,Male,4.13,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Rural
10.0,Male,10.07,TV,True,0.54,"Poor Sleep, Anxiety",Urban
13.0,Male,7.54,TV,True,0.45,Anxiety,Urban
15.0,,3.84,Smartphone,True,0.46,Poor Sleep,Rural
11.0,Female,3.78,Laptop,True,0.47,Obesity Risk,Rural
15.0,Female,4.32,TV,True,0.31,None,Rural
9.0,Female,0.0,Smartphone,False,0.42,None,
17.0,Female,5.18,Smartphone,True,0.42,Poor Sleep,Urban
16.0,Male,5.17,,True,0.46,None,Urban
16.0,Male,4.27,,True,0.33,None,Urban
15.0,Female,,Tablet,True,0.45,,Rural
17.0,Female,3.54,,,0.39,"Poor Sleep, Anxiety",Urban
17.0,Male,5.87,Laptop,True,,,Rural
8.0,Male,0.1,TV,False,0.46,None,Rural
9.0,,3.34,TV,True,0.41,Poor Sleep,Urban
13.0,Female,3.76,Smartphone,True,0.32,None,Urban
17.0,Male,3.41,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban
12.0,Female,,Smartphone,True,0.33,None,
,Male,3.65,TV,,0.46,Poor Sleep,Rural
12.0,,3.22,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban
9.0,Male,7.1,,True,0.58,Poor Sleep,
17.0,Male,4.34,Smartphone,True,0.34,,Urban
,Male,5.5,Smartphone,,0.38,None,Urban
16.0,Male,5.61,Smartphone,True,0.4,Anxiety,Urban
8.0,Male,5.1,Tablet,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban
18.0,Male,4.52,TV,True,0.45,Anxiety,Urban
8.0,Female,6.52,TV,True,0.47,None,Rural
14.0,Male,6.43,,,0.31,Obesity Risk,Urban
18.0,Male,5.67,TV,True,0.49,"Poor Sleep, Anxiety",Urban
10.0,,,Tablet,True,0.57,"Poor Sleep, Anxiety",Rural
17.0,Male,6.86,Smartphone,True,0.47,Poor Sleep,Rural
,Male,1.87,Tablet,False,0.48,None,Urban
16.0,Male,4.26,Smartphone,,0.43,"Poor Sleep, Eye Strain",Urban
10.0,Female,4.37,Tablet,True,0.54,None,Urban
9.0,Male,2.98,Tablet,True,0.43,None,Rural
,Female,4.69,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban
17.0,Female,4.21,Smartphone,True,0.36,Poor Sleep,Rural
13.0,Male,6.28,Smartphone,True,0.49,None,Rural
13.0,Male,5.13,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural
17.0,Female,2.89,TV,False,0.47,None,Urban
,Male,5.13,Smartphone,True,0.37,,Urban
14.0,Male,5.98,Smartphone,True,0.41,,Urban
14.0,Male,3.64,Tablet,True,0.38,None,Urban
18.0,Female,6.07,Smartphone,True,,Poor Sleep,Urban
13.0,Female,6.59,Tablet,True,0.36,None,Urban
11.0,Male,3.44,Smartphone,True,0.48,Poor Sleep,Urban
18.0,Female,3.91,Smartphone,,0.32,Eye Strain,Urban
16.0,Male,4.18,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Anxiety",Urban
13.0,Male,5.84,TV,True,0.32,Poor Sleep,Urban
11.0,Female,6.05,Smartphone,True,0.41,"Poor Sleep, Eye Strain, Obesity Risk",Urban
10.0,Female,7.44,,True,0.42,"Poor Sleep, Anxiety",Rural
11.0,Male,4.5,,True,0.44,"Poor Sleep, Obesity Risk",Urban
10.0,Female,6.04,TV,True,0.42,"Eye Strain, Anxiety",Urban
9.0,Female,2.55,TV,True,0.42,None,Urban
12.0,Female,,,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban
9.0,Female,1.96,Smartphone,False,0.53,None,Rural
13.0,Female,4.51,Smartphone,True,0.49,Poor Sleep,Urban
10.0,Male,1.73,Smartphone,,0.5,None,
13.0,Male,5.48,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban
18.0,Male,4.08,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban
17.0,Female,,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban
16.0,Male,3.77,Smartphone,True,0.39,Poor Sleep,Urban
8.0,Female,0.16,Smartphone,False,0.46,None,Rural
13.0,Female,3.37,Smartphone,True,0.38,Anxiety,Urban
16.0,,3.64,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban
18.0,,2.9,Smartphone,False,0.41,None,Urban
11.0,Male,3.33,,True,0.42,Poor Sleep,
18.0,Female,4.68,TV,,0.31,Obesity Risk,
9.0,Male,4.21,Smartphone,True,0.54,None,
11.0,Female,4.07,,True,0.33,"Anxiety, Obesity Risk",Urban
8.0,Male,0.0,Tablet,False,0.59,None,Urban
10.0,Female,4.46,Smartphone,True,0.48,"Anxiety, Obesity Risk",Urban
17.0,Female,4.22,Laptop,True,0.45,Poor Sleep,Urban
16.0,Female,3.42,TV,True,0.48,"Poor Sleep, Anxiety",Rural
,Female,4.72,Smartphone,True,0.49,Eye Strain,Rural
,Male,3.37,TV,True,0.5,,Rural
18.0,,3.56,Smartphone,True,0.44,,Urban
13.0,Male,3.25,Smartphone,True,0.31,Poor Sleep,Urban
,Female,0.87,TV,False,0.52,None,
12.0,Female,2.32,TV,,0.5,None,
18.0,,5.1,Tablet,True,0.4,None,
15.0,Female,3.77,Smartphone,True,0.4,"Eye Strain, Obesity Risk",Rural
13.0,Female,5.05,Smartphone,,0.32,"Poor Sleep, Anxiety",Urban
11.0,Male,4.31,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban
9.0,Female,6.86,TV,True,0.45,"Poor Sleep, Anxiety",Urban
16.0,Male,4.93,Laptop,True,0.4,"Poor Sleep, Eye Strain",
8.0,,1.63,TV,False,0.53,,Rural
8.0,Male,1.72,Smartphone,False,0.56,None,Urban
11.0,Male,4.23,Laptop,True,0.39,None,Rural
14.0,Female,,Smartphone,True,0.37,,Rural
,Female,0.27,Tablet,False,0.41,None,Urban
16.0,Male,2.78,Laptop,False,0.38,None,Urban
11.0,Female,7.07,Tablet,True,0.43,None,Rural
10.0,Female,3.14,,True,0.59,"Poor Sleep, Eye Strain, Obesity Risk",Urban
8.0,Male,,TV,True,0.51,"Poor Sleep, Eye Strain",Urban
17.0,Male,5.3,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban
11.0,Female,4.94,Smartphone,True,,Eye Strain,Urban
16.0,Female,4.11,,True,0.34,,Urban
17.0,Female,4.53,Laptop,True,0.44,Poor Sleep,Rural
13.0,Male,4.67,Laptop,True,0.36,Poor Sleep,Urban
13.0,Female,4.14,Laptop,True,0.5,Poor Sleep,Urban
8.0,Male,,Smartphone,True,0.53,Poor Sleep,Urban
,Male,4.2,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural
9.0,Female,,Smartphone,True,0.58,None,Rural
18.0,Male,5.35,,,0.43,Poor Sleep,
13.0,Female,3.78,TV,,0.38,"Poor Sleep, Eye Strain",Rural
9.0,Female,,Smartphone,False,0.55,None,
10.0,Female,3.18,TV,True,,"Poor Sleep, Eye Strain",Urban
11.0,Male,7.06,Laptop,True,0.43,Poor Sleep,Urban
18.0,Female,6.29,Laptop,True,0.32,Poor Sleep,Urban
12.0,Female,,Tablet,True,0.48,"Poor Sleep, Obesity Risk",Urban
16.0,Male,3.45,Smartphone,True,,"Poor Sleep, Eye Strain",Urban
11.0,Male,2.89,Smartphone,False,0.43,None,Urban
18.0,Female,5.04,Laptop,True,0.48,Poor Sleep,Urban
16.0,Female,3.9,TV,True,0.45,"Poor Sleep, Anxiety",Urban
18.0,Female,5.53,,True,0.45,None,
17.0,Female,6.64,Laptop,True,0.36,Poor Sleep,Rural
10.0,Female,13.89,Smartphone,True,,"Eye Strain, Anxiety",Urban
15.0,Male,4.29,,True,0.3,Poor Sleep,Urban
8.0,Female,0.97,,False,,None,Urban
18.0,Male,4.15,Smartphone,True,0.38,Poor Sleep,Urban
16.0,Male,3.73,Smartphone,,0.4,None,Urban
16.0,Female,4.99,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban
17.0,Female,2.39,Laptop,False,0.45,None,Urban
9.0,Female,0.0,TV,False,0.58,None,Urban
11.0,Male,4.05,Tablet,True,0.34,"Poor Sleep, Eye Strain",Rural
15.0,Female,,Tablet,True,,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
14.0,Male,,TV,True,0.39,"Poor Sleep, Anxiety",Urban
,Female,3.56,Smartphone,True,0.42,Poor Sleep,Urban
12.0,Female,3.95,Smartphone,True,0.3,Anxiety,Urban
14.0,,5.66,Smartphone,True,,None,Urban
11.0,Male,4.48,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban
8.0,Male,5.5,Tablet,True,,Poor Sleep,Urban
16.0,Male,5.6,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban
12.0,Male,,,True,0.43,Poor Sleep,Urban
18.0,Female,2.68,TV,,0.39,None,Urban
9.0,Male,3.46,,True,0.46,Poor Sleep,Urban
15.0,Male,4.73,Laptop,True,0.45,None,Rural
18.0,Male,,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural
9.0,Male,0.94,,False,0.41,None,Urban
10.0,Female,,Smartphone,False,0.52,None,Rural
17.0,Male,3.82,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban
8.0,Male,4.41,,,0.5,Poor Sleep,Urban
18.0,,4.76,TV,True,0.36,"Poor Sleep, Anxiety",
9.0,Female,4.56,Tablet,True,0.41,None,Rural
14.0,Male,3.91,Smartphone,True,0.4,,Urban
17.0,Female,5.58,Smartphone,True,0.43,Poor Sleep,Urban
9.0,Male,,TV,False,0.44,None,Urban
13.0,Male,3.77,TV,True,0.38,Eye Strain,Urban
10.0,Male,3.24,Smartphone,,,"Poor Sleep, Eye Strain",Urban
,,6.42,Smartphone,True,0.39,"Poor Sleep, Eye Strain, Obesity Risk",Urban
18.0,Female,2.44,,False,0.43,None,Urban
15.0,Female,6.18,Laptop,,,Poor Sleep,Urban
10.0,Male,6.55,Tablet,,0.46,None,Urban
17.0,Female,3.58,TV,,0.42,Poor Sleep,Urban
,Male,2.45,Laptop,False,0.34,None,Rural
8.0,Male,0.0,Smartphone,False,0.53,None,Urban
14.0,Male,4.89,Smartphone,True,0.48,None,Rural
15.0,Male,4.22,Tablet,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban
18.0,Male,,Smartphone,True,0.48,Poor Sleep,Urban
15.0,,,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
10.0,Male,5.08,TV,True,0.44,"Poor Sleep, Eye Strain",Urban
17.0,Male,6.75,,,0.45,Eye Strain,Urban
8.0,Female,4.65,,True,0.55,Poor Sleep,Rural
16.0,Male,5.27,Smartphone,True,,Poor Sleep,Urban
13.0,Male,,Tablet,True,0.43,Poor Sleep,Rural
18.0,Female,2.91,,False,0.32,None,Urban
16.0,Male,6.06,TV,True,0.46,"Poor Sleep, Eye Strain",Urban
14.0,Male,3.49,Laptop,True,0.37,,
8.0,Male,4.79,Tablet,True,0.56,Poor Sleep,Rural
8.0,Male,5.11,Tablet,True,0.42,Poor Sleep,Rural
13.0,Female,3.61,Laptop,True,0.43,Eye Strain,Urban
12.0,Female,3.04,Smartphone,True,0.44,"Poor Sleep, Eye Strain, Obesity Risk",Urban
,Male,2.98,Smartphone,False,0.48,None,Urban
9.0,Male,6.15,TV,True,0.51,Eye Strain,Urban
15.0,Female,2.61,Tablet,False,0.37,None,Urban
18.0,Female,3.08,Smartphone,True,0.48,Eye Strain,Rural
12.0,Male,,Smartphone,True,0.37,,Rural
9.0,Male,6.91,Smartphone,True,0.6,"Eye Strain, Anxiety",Urban
17.0,Female,3.01,Smartphone,,0.41,"Poor Sleep, Anxiety",Urban
18.0,Female,5.38,Laptop,True,0.43,"Poor Sleep, Anxiety",Urban
,,3.31,Tablet,True,0.46,None,Urban
13.0,Female,4.99,TV,True,0.44,"Poor Sleep, Obesity Risk",
17.0,Female,4.03,TV,True,0.44,None,Rural
15.0,Female,3.9,Smartphone,True,0.31,None,Urban
11.0,Male,5.34,TV,True,0.37,"Poor Sleep, Eye Strain",
9.0,Female,1.75,,False,0.56,None,Urban
18.0,Female,5.17,Smartphone,True,0.46,Obesity Risk,Rural
12.0,Female,4.8,Laptop,True,,Poor Sleep,Urban
9.0,,9.15,TV,True,0.53,None,Urban
9.0,Female,7.13,Smartphone,True,0.51,Obesity Risk,Rural
13.0,Male,3.61,Tablet,True,0.48,Eye Strain,Urban
,Female,7.4,TV,True,0.38,None,Urban
17.0,,6.31,Smartphone,True,0.42,Poor Sleep,
16.0,Male,5.95,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban
11.0,,6.17,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",
,,3.81,Tablet,True,0.36,Poor Sleep,Urban
14.0,,4.56,Smartphone,True,,"Poor Sleep, Eye Strain",Rural
18.0,Female,7.61,TV,True,0.39,"Poor Sleep, Obesity Risk",Rural
,Male,6.0,Tablet,True,,Obesity Risk,Rural
15.0,Male,4.56,Smartphone,True,0.4,Eye Strain,Urban
11.0,,5.64,,True,0.32,"Poor Sleep, Obesity Risk",Urban
8.0,Male,7.97,TV,True,0.43,,Urban
,Female,5.12,Smartphone,True,0.36,"Poor Sleep, Anxiety",
10.0,Female,,TV,False,0.42,None,Urban
13.0,Male,5.6,Laptop,,0.33,Poor Sleep,Urban
9.0,Female,,Smartphone,True,0.57,"Poor Sleep, Eye Strain",Rural
16.0,Female,6.44,Laptop,,0.36,Poor Sleep,Urban
8.0,Male,1.09,TV,False,0.54,None,Urban
13.0,Male,4.17,TV,True,0.5,Poor Sleep,Rural
13.0,Male,,Tablet,True,0.33,Obesity Risk,Urban
12.0,,,Tablet,False,0.32,None,Rural
12.0,Female,4.22,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban
8.0,Female,8.3,Tablet,True,0.54,Poor Sleep,Urban
17.0,,4.23,Smartphone,True,,None,
12.0,Male,3.72,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Anxiety",Urban
9.0,Female,0.17,Tablet,False,0.43,None,
14.0,Male,4.14,Smartphone,True,0.46,,Urban
10.0,,,Smartphone,True,0.49,Obesity Risk,Urban
11.0,Female,2.28,TV,,0.39,None,Urban
10.0,Male,7.25,Smartphone,True,0.5,Poor Sleep,Urban
10.0,Male,1.19,Tablet,False,0.56,None,Urban
11.0,Female,5.63,TV,True,0.4,Poor Sleep,Urban
12.0,Female,6.72,Laptop,True,0.38,"Poor Sleep, Obesity Risk",Urban
,Female,,TV,True,0.51,Anxiety,Rural
11.0,Female,4.93,Tablet,True,0.39,,Rural
18.0,Male,4.3,Smartphone,True,0.37,None,Rural
15.0,Male,4.69,Smartphone,,,Anxiety,Rural
17.0,Female,5.23,Smartphone,True,,Eye Strain,Urban
14.0,Female,3.87,TV,True,0.45,Poor Sleep,
16.0,,5.34,Smartphone,True,0.43,None,
12.0,Male,,Smartphone,,0.41,Poor Sleep,Rural
17.0,Male,4.11,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Urban
11.0,Male,4.64,,,0.5,Eye Strain,Urban
15.0,,2.61,Smartphone,False,0.49,None,
16.0,Female,,TV,True,0.47,None,Urban
14.0,Male,5.1,,True,0.45,"Poor Sleep, Anxiety",Urban
14.0,Male,4.65,TV,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Rural
